split,channel,uav_id,flight_cycle,RUL,value,previous_value,next_value,direction,lower_bound,upper_bound,distance_beyond_bound_iqr,extreme_run_length,isolated_spike,cooccurring_channel_count,cooccurring_channels,change_from_previous,change_to_next
test,telemetry_04,UAV_0101,98,,-125.55620624564462,-125.87101026067972,-125.87243259961178,high,-126.04453561039314,-125.74584443465695,4.444280350145725,1,True,2,telemetry_04;telemetry_24,0.3148040150351079,-0.31622635396716703
train,telemetry_18,UAV_0010,467,14.0,-102.02812923092485,-102.02781863867293,-102.01424148709545,high,-104.11567401762231,-102.27658121885537,0.9456640342889258,46,False,1,telemetry_18,-0.0003105922519210935,0.013887743829400279
train,telemetry_18,UAV_0010,468,13.0,-102.01424148709545,-102.02812923092485,-102.02824134792502,high,-104.11567401762231,-102.27658121885537,0.9985239045852922,46,False,1,telemetry_18,0.013887743829400279,-0.013999860829571276
train,telemetry_18,UAV_0010,469,12.0,-102.02824134792502,-102.01424148709545,-102.01715018882766,high,-104.11567401762231,-102.27658121885537,0.9452372918201808,46,False,1,telemetry_18,-0.013999860829571276,0.01109115909736147
train,telemetry_18,UAV_0010,470,11.0,-102.01715018882766,-102.02824134792502,-102.03025240274148,high,-104.11567401762231,-102.27658121885537,0.9874527328972076,46,False,1,telemetry_18,0.01109115909736147,-0.013102213913825267
train,telemetry_18,UAV_0010,471,10.0,-102.03025240274148,-102.01715018882766,-101.94551014898867,high,-104.11567401762231,-102.27658121885537,0.9375827657817529,46,False,1,telemetry_18,-0.013102213913825267,0.08474225375280753
train,telemetry_18,UAV_0010,472,9.0,-101.94551014898867,-102.03025240274148,-102.0251106530781,high,-104.11567401762231,-102.27658121885537,1.2601308050472937,46,False,1,telemetry_18,0.08474225375280753,-0.0796005040894272
train,telemetry_18,UAV_0010,473,8.0,-102.0251106530781,-101.94551014898867,-101.93828158724168,high,-104.11567401762231,-102.27658121885537,0.957153419132032,46,False,1,telemetry_18,-0.0796005040894272,0.08682906583642591
train,telemetry_18,UAV_0010,474,7.0,-101.93828158724168,-102.0251106530781,-101.93811697948549,high,-104.11567401762231,-102.27658121885537,1.287644333599478,46,False,1,telemetry_18,0.08682906583642591,0.00016460775619009382
train,telemetry_18,UAV_0010,475,6.0,-101.93811697948549,-101.93828158724168,-101.93592064342656,high,-104.11567401762231,-102.27658121885537,1.2882708676678531,46,False,1,telemetry_18,0.00016460775619009382,0.00219633605892966
train,telemetry_18,UAV_0010,476,5.0,-101.93592064342656,-101.93811697948549,-101.93575365673804,high,-104.11567401762231,-102.27658121885537,1.2966306157038499,46,False,1,telemetry_18,0.00219633605892966,0.00016698668851233833
train,telemetry_18,UAV_0010,477,4.0,-101.93575365673804,-101.93592064342656,-101.93976788757791,high,-104.11567401762231,-102.27658121885537,1.297266204522625,46,False,1,telemetry_18,0.00016698668851233833,-0.004014230839871402
train,telemetry_18,UAV_0010,478,3.0,-101.93976788757791,-101.93575365673804,-101.93307792562412,high,-104.11567401762231,-102.27658121885537,1.2819871409006371,46,False,1,telemetry_18,-0.004014230839871402,0.006689961953796342
train,telemetry_18,UAV_0010,479,2.0,-101.93307792562412,-101.93976788757791,-101.93700333300714,high,-104.11567401762231,-102.27658121885537,1.3074506377442834,46,False,1,telemetry_18,0.006689961953796342,-0.003925407383022161
train,telemetry_18,UAV_0010,480,1.0,-101.93700333300714,-101.93307792562412,-101.92739453262156,high,-104.11567401762231,-102.27658121885537,1.2925096561366243,46,False,1,telemetry_18,-0.003925407383022161,0.00960880038557832
train,telemetry_18,UAV_0010,481,0.0,-101.92739453262156,-101.93700333300714,,high,-104.11567401762231,-102.27658121885537,1.3290829072222385,46,False,2,telemetry_18;telemetry_24,0.00960880038557832,
train,telemetry_18,UAV_0035,1,230.0,-102.1569479170067,,-102.061264105278,high,-104.11567401762231,-102.27658121885537,0.4553512000602325,231,False,3,telemetry_01;telemetry_18;telemetry_26,,0.09568381172870488
train,telemetry_18,UAV_0035,2,229.0,-102.061264105278,-102.1569479170067,-102.1374405143899,high,-104.11567401762231,-102.27658121885537,0.8195452649546232,231,False,3,telemetry_01;telemetry_18;telemetry_26,0.09568381172870488,-0.07617640911189483
train,telemetry_18,UAV_0035,3,228.0,-102.1374405143899,-102.061264105278,-102.0552171590999,high,-104.11567401762231,-102.27658121885537,0.5296007531057474,231,False,3,telemetry_01;telemetry_18;telemetry_26,-0.07617640911189483,0.08222335528999736
train,telemetry_18,UAV_0035,4,227.0,-102.0552171590999,-102.1374405143899,-102.08043043138778,high,-104.11567401762231,-102.27658121885537,0.8425612994228664,231,False,3,telemetry_01;telemetry_18;telemetry_26,0.08222335528999736,-0.025213272287885502
train,telemetry_18,UAV_0035,5,226.0,-102.08043043138778,-102.0552171590999,-102.13385927253252,high,-104.11567401762231,-102.27658121885537,0.7465939256538364,231,False,3,telemetry_01;telemetry_18;telemetry_26,-0.025213272287885502,-0.05342884114473634
train,telemetry_18,UAV_0035,6,225.0,-102.13385927253252,-102.08043043138778,-102.03357870589052,high,-104.11567401762231,-102.27658121885537,0.5432317634704427,231,False,3,telemetry_01;telemetry_18;telemetry_26,-0.05342884114473634,0.1002805666419988
train,telemetry_18,UAV_0035,7,224.0,-102.03357870589052,-102.13385927253252,-102.16703623053382,high,-104.11567401762231,-102.27658121885537,0.9249221093652437,231,False,3,telemetry_01;telemetry_18;telemetry_26,0.1002805666419988,-0.13345752464330474
train,telemetry_18,UAV_0035,8,223.0,-102.16703623053382,-102.03357870589052,-102.14428857010152,high,-104.11567401762231,-102.27658121885537,0.4169528143250537,231,False,3,telemetry_01;telemetry_18;telemetry_26,-0.13345752464330474,0.022747660432301586
train,telemetry_18,UAV_0035,9,222.0,-102.14428857010152,-102.16703623053382,-102.0710893126846,high,-104.11567401762231,-102.27658121885537,0.5035355159336254,231,False,3,telemetry_01;telemetry_18;telemetry_26,0.022747660432301586,0.07319925741691691
train,telemetry_18,UAV_0035,10,221.0,-102.0710893126846,-102.14428857010152,-102.12502272458724,high,-104.11567401762231,-102.27658121885537,0.782148320171652,231,False,3,telemetry_01;telemetry_18;telemetry_26,0.07319925741691691,-0.053933411902633566
train,telemetry_18,UAV_0035,11,220.0,-102.12502272458724,-102.0710893126846,-102.10893361618275,high,-104.11567401762231,-102.27658121885537,0.5768656484263435,231,False,3,telemetry_01;telemetry_18;telemetry_26,-0.053933411902633566,0.016089108404486296
train,telemetry_18,UAV_0035,12,219.0,-102.10893361618275,-102.12502272458724,-101.93096211224996,high,-104.11567401762231,-102.27658121885537,0.6381044064199124,231,False,3,telemetry_01;telemetry_18;telemetry_26,0.016089108404486296,0.17797150393279537
train,telemetry_18,UAV_0035,13,218.0,-101.93096211224996,-102.10893361618275,-101.93879750095935,high,-104.11567401762231,-102.27658121885537,1.3155038983677037,231,False,3,telemetry_01;telemetry_18;telemetry_26,0.17797150393279537,-0.007835388709395374
train,telemetry_18,UAV_0035,14,217.0,-101.93879750095935,-101.93096211224996,-102.02159694370307,high,-104.11567401762231,-102.27658121885537,1.285680650186567,231,False,3,telemetry_01;telemetry_18;telemetry_26,-0.007835388709395374,-0.08279944274372042
train,telemetry_18,UAV_0035,15,216.0,-102.02159694370307,-101.93879750095935,-102.06607526912534,high,-104.11567401762231,-102.27658121885537,0.9705273857103832,231,False,3,telemetry_01;telemetry_18;telemetry_26,-0.08279944274372042,-0.04447832542226138
train,telemetry_18,UAV_0035,16,215.0,-102.06607526912534,-102.02159694370307,-102.00690463522,high,-104.11567401762231,-102.27658121885537,0.8012328954244229,231,False,3,telemetry_01;telemetry_18;telemetry_26,-0.04447832542226138,0.05917063390533883
train,telemetry_18,UAV_0035,17,214.0,-102.00690463522,-102.06607526912534,-101.95593973808636,high,-104.11567401762231,-102.27658121885537,1.0264496096734685,231,False,3,telemetry_01;telemetry_18;telemetry_26,0.05917063390533883,0.05096489713363894
train,telemetry_18,UAV_0035,18,213.0,-101.95593973808636,-102.00690463522,-102.082082107254,high,-104.11567401762231,-102.27658121885537,1.2204334478868888,231,False,3,telemetry_01;telemetry_18;telemetry_26,0.05096489713363894,-0.12614236916763844
train,telemetry_18,UAV_0035,19,212.0,-102.082082107254,-101.95593973808636,-102.14861438110124,high,-104.11567401762231,-102.27658121885537,0.7403072765672616,231,False,3,telemetry_01;telemetry_18;telemetry_26,-0.12614236916763844,-0.06653227384724403
train,telemetry_18,UAV_0035,20,211.0,-102.14861438110124,-102.082082107254,-101.97283726411136,high,-104.11567401762231,-102.27658121885537,0.4870705082851151,231,False,3,telemetry_01;telemetry_18;telemetry_26,-0.06653227384724403,0.1757771169898774
train,telemetry_18,UAV_0035,21,210.0,-101.97283726411136,-102.14861438110124,-102.04321613494032,high,-104.11567401762231,-102.27658121885537,1.156117670969954,231,False,3,telemetry_01;telemetry_18;telemetry_26,0.1757771169898774,-0.07037887082896077
train,telemetry_18,UAV_0035,22,209.0,-102.04321613494032,-101.97283726411136,-101.94332090167931,high,-104.11567401762231,-102.27658121885537,0.8882398911575193,231,False,3,telemetry_01;telemetry_18;telemetry_26,-0.07037887082896077,0.0998952332610088
train,telemetry_18,UAV_0035,23,208.0,-101.94332090167931,-102.04321613494032,-102.10027902616775,high,-104.11567401762231,-102.27658121885537,1.2684635717112682,231,False,3,telemetry_01;telemetry_18;telemetry_26,0.0998952332610088,-0.15695812448844038
train,telemetry_18,UAV_0035,24,207.0,-102.10027902616775,-101.94332090167931,-101.8951287793816,high,-104.11567401762231,-102.27658121885537,0.671045718650382,231,False,3,telemetry_01;telemetry_18;telemetry_26,-0.15695812448844038,0.205150246786161
train,telemetry_18,UAV_0035,25,206.0,-101.8951287793816,-102.10027902616775,-101.86128817677468,high,-104.11567401762231,-102.27658121885537,1.4518936065144192,231,False,3,telemetry_01;telemetry_18;telemetry_26,0.205150246786161,0.03384060260691513
train,telemetry_18,UAV_0035,26,205.0,-101.86128817677468,-101.8951287793816,-101.93252484155504,high,-104.11567401762231,-102.27658121885537,1.5806985359922736,231,False,3,telemetry_01;telemetry_18;telemetry_26,0.03384060260691513,-0.07123666478035773
train,telemetry_18,UAV_0035,27,204.0,-101.93252484155504,-101.86128817677468,-101.93019761659258,high,-104.11567401762231,-102.27658121885537,1.3095557998580019,231,False,3,telemetry_01;telemetry_18;telemetry_26,-0.07123666478035773,0.002327224962456853
train,telemetry_18,UAV_0035,28,203.0,-101.93019761659258,-101.93252484155504,-101.9714921326716,high,-104.11567401762231,-102.27658121885537,1.318413740440511,231,False,3,telemetry_01;telemetry_18;telemetry_26,0.002327224962456853,-0.04129451607902013
train,telemetry_18,UAV_0035,29,202.0,-101.9714921326716,-101.93019761659258,-101.97864416959736,high,-104.11567401762231,-102.27658121885537,1.1612375431616417,231,False,3,telemetry_01;telemetry_18;telemetry_26,-0.04129451607902013,-0.00715203692575983
train,telemetry_18,UAV_0035,30,201.0,-101.97864416959736,-101.9714921326716,-101.86663095793676,high,-104.11567401762231,-102.27658121885537,1.134015285256067,231,False,3,telemetry_01;telemetry_18;telemetry_26,-0.00715203692575983,0.11201321166059586
train,telemetry_18,UAV_0035,31,200.0,-101.86663095793676,-101.97864416959736,-102.0066932668987,high,-104.11567401762231,-102.27658121885537,1.5603627116338346,231,False,3,telemetry_01;telemetry_18;telemetry_26,0.11201321166059586,-0.14006230896193017
train,telemetry_18,UAV_0035,32,199.0,-102.0066932668987,-101.86663095793676,-101.83466309887092,high,-104.11567401762231,-102.27658121885537,1.0272541249486682,231,False,3,telemetry_01;telemetry_18;telemetry_26,-0.14006230896193017,0.17203016802777427
train,telemetry_18,UAV_0035,33,198.0,-101.83466309887092,-102.0066932668987,-101.9634366122762,high,-104.11567401762231,-102.27658121885537,1.6820395588331403,231,False,3,telemetry_01;telemetry_18;telemetry_26,0.17203016802777427,-0.1287735134052781
train,telemetry_18,UAV_0035,34,197.0,-101.9634366122762,-101.83466309887092,-101.7545607405338,high,-104.11567401762231,-102.27658121885537,1.191898661951091,231,False,3,telemetry_01;telemetry_18;telemetry_26,-0.1287735134052781,0.20887587174239286
train,telemetry_18,UAV_0035,35,196.0,-101.7545607405338,-101.9634366122762,-102.0199755537906,high,-104.11567401762231,-102.27658121885537,1.9869271146627034,231,False,3,telemetry_01;telemetry_18;telemetry_26,0.20887587174239286,-0.26541481325679683
train,telemetry_18,UAV_0035,36,195.0,-102.0199755537906,-101.7545607405338,-101.83315158920178,high,-104.11567401762231,-102.27658121885537,0.976698759658949,231,False,3,telemetry_01;telemetry_18;telemetry_26,-0.26541481325679683,0.18682396458882522
train,telemetry_18,UAV_0035,37,194.0,-101.83315158920178,-102.0199755537906,-101.93693529657295,high,-104.11567401762231,-102.27658121885537,1.6877927039115703,231,False,7,telemetry_01;telemetry_04;telemetry_10;telemetry_11;telemetry_18;telemetry_24;telemetry_26,0.18682396458882522,-0.10378370737117848
train,telemetry_18,UAV_0035,38,193.0,-101.93693529657295,-101.83315158920178,-102.0579119736865,high,-104.11567401762231,-102.27658121885537,1.2927686180767841,231,False,3,telemetry_01;telemetry_18;telemetry_26,-0.10378370737117848,-0.12097667711354632
train,telemetry_18,UAV_0035,39,192.0,-102.0579119736865,-101.93693529657295,-101.85931562502157,high,-104.11567401762231,-102.27658121885537,0.8323042302206608,231,False,3,telemetry_01;telemetry_18;telemetry_26,-0.12097667711354632,0.19859634866493536
train,telemetry_18,UAV_0035,40,191.0,-101.85931562502157,-102.0579119736865,-102.1110614706894,high,-104.11567401762231,-102.27658121885537,1.5882065107290828,231,False,3,telemetry_01;telemetry_18;telemetry_26,0.19859634866493536,-0.2517458456678412
train,telemetry_18,UAV_0035,41,190.0,-102.1110614706894,-101.85931562502157,-101.95428867361534,high,-104.11567401762231,-102.27658121885537,0.6300053145434382,231,False,3,telemetry_01;telemetry_18;telemetry_26,-0.2517458456678412,0.1567727970740691
train,telemetry_18,UAV_0035,42,189.0,-101.95428867361534,-102.1110614706894,-101.93421448333794,high,-104.11567401762231,-102.27658121885537,1.2267177698661196,231,False,3,telemetry_01;telemetry_18;telemetry_26,0.1567727970740691,0.02007419027739843
train,telemetry_18,UAV_0035,43,188.0,-101.93421448333794,-101.95428867361534,-101.88447799119297,high,-104.11567401762231,-102.27658121885537,1.303124643970571,231,False,2,telemetry_01;telemetry_18,0.02007419027739843,0.049736492144973
train,telemetry_18,UAV_0035,44,187.0,-101.88447799119297,-101.93421448333794,-102.10658576937529,high,-104.11567401762231,-102.27658121885537,1.4924328970659229,231,False,3,telemetry_01;telemetry_18;telemetry_26,0.049736492144973,-0.22210777818231975
train,telemetry_18,UAV_0035,45,186.0,-102.10658576937529,-101.88447799119297,-101.90749803248028,high,-104.11567401762231,-102.27658121885537,0.6470408383733675,231,False,7,telemetry_01;telemetry_04;telemetry_10;telemetry_11;telemetry_18;telemetry_24;telemetry_26,-0.22210777818231975,0.19908773689500947
train,telemetry_18,UAV_0035,46,185.0,-101.90749803248028,-102.10658576937529,-101.76176296519886,high,-104.11567401762231,-102.27658121885537,1.4048134527838225,231,False,3,telemetry_01;telemetry_18;telemetry_26,0.19908773689500947,0.1457350672814215
train,telemetry_18,UAV_0035,47,184.0,-101.76176296519886,-101.90749803248028,-101.81768711827442,high,-104.11567401762231,-102.27658121885537,1.9595138309561086,231,False,3,telemetry_01;telemetry_18;telemetry_26,0.1457350672814215,-0.05592415307556564
train,telemetry_18,UAV_0035,48,183.0,-101.81768711827442,-101.76176296519886,-101.72968470956452,high,-104.11567401762231,-102.27658121885537,1.746653951459311,231,False,3,telemetry_01;telemetry_18;telemetry_26,-0.05592415307556564,0.0880024087098974
train,telemetry_18,UAV_0035,49,182.0,-101.72968470956452,-101.81768711827442,-101.88514112848368,high,-104.11567401762231,-102.27658121885537,2.0816108722749997,231,False,3,telemetry_01;telemetry_18;telemetry_26,0.0880024087098974,-0.15545641891915807
train,telemetry_18,UAV_0035,50,181.0,-101.88514112848368,-101.72968470956452,-101.98148165759108,high,-104.11567401762231,-102.27658121885537,1.4899088476878175,231,False,3,telemetry_01;telemetry_18;telemetry_26,-0.15545641891915807,-0.09634052910739399
train,telemetry_18,UAV_0035,51,180.0,-101.98148165759108,-101.88514112848368,-101.787676804831,high,-104.11567401762231,-102.27658121885537,1.1232151690415237,231,False,3,telemetry_01;telemetry_18;telemetry_26,-0.09634052910739399,0.1938048527600813
train,telemetry_18,UAV_0035,52,179.0,-101.787676804831,-101.98148165759108,-101.92074086651374,high,-104.11567401762231,-102.27658121885537,1.860879940623552,231,False,3,telemetry_01;telemetry_18;telemetry_26,0.1938048527600813,-0.1330640616827452
train,telemetry_18,UAV_0035,53,178.0,-101.92074086651374,-101.787676804831,-101.72527729898847,high,-104.11567401762231,-102.27658121885537,1.354408253929044,231,False,2,telemetry_01;telemetry_18,-0.1330640616827452,0.19546356752526606
train,telemetry_18,UAV_0035,54,177.0,-101.72527729898847,-101.92074086651374,-101.79445756410897,high,-104.11567401762231,-102.27658121885537,2.098386466227103,231,False,3,telemetry_01;telemetry_18;telemetry_26,0.19546356752526606,-0.0691802651204938
train,telemetry_18,UAV_0035,55,176.0,-101.79445756410897,-101.72527729898847,-101.99850741385832,high,-104.11567401762231,-102.27658121885537,1.8350708487834695,231,False,2,telemetry_01;telemetry_18,-0.0691802651204938,-0.20404984974935303
train,telemetry_18,UAV_0035,56,175.0,-101.99850741385832,-101.79445756410897,-101.90706019035882,high,-104.11567401762231,-102.27658121885537,1.0584113190397078,231,False,3,telemetry_01;telemetry_18;telemetry_26,-0.20404984974935303,0.0914472234995003
train,telemetry_18,UAV_0035,57,174.0,-101.90706019035882,-101.99850741385832,-101.87703717107078,high,-104.11567401762231,-102.27658121885537,1.4064799781773496,231,False,3,telemetry_01;telemetry_18;telemetry_26,0.0914472234995003,0.030023019288037744
train,telemetry_18,UAV_0035,58,173.0,-101.87703717107078,-101.90706019035882,-101.8972914971831,high,-104.11567401762231,-102.27658121885537,1.5207543286381697,231,False,3,telemetry_01;telemetry_18;telemetry_26,0.030023019288037744,-0.020254326112322474
train,telemetry_18,UAV_0035,59,172.0,-101.8972914971831,-101.87703717107078,-101.89798401468876,high,-104.11567401762231,-102.27658121885537,1.443661817112206,231,False,3,telemetry_01;telemetry_18;telemetry_26,-0.020254326112322474,-0.0006925175056551325
train,telemetry_18,UAV_0035,60,171.0,-101.89798401468876,-101.8972914971831,-101.83883441929724,high,-104.11567401762231,-102.27658121885537,1.441025940041274,231,False,3,telemetry_01;telemetry_18;telemetry_26,-0.0006925175056551325,0.059149595391517096
train,telemetry_18,UAV_0035,61,170.0,-101.83883441929724,-101.89798401468876,-101.91711303098212,high,-104.11567401762231,-102.27658121885537,1.6661625769843507,231,False,3,telemetry_01;telemetry_18;telemetry_26,0.059149595391517096,-0.0782786116848797
train,telemetry_18,UAV_0035,62,169.0,-101.91711303098212,-101.83883441929724,-101.76937379616066,high,-104.11567401762231,-102.27658121885537,1.3682166102764484,231,False,3,telemetry_01;telemetry_18;telemetry_26,-0.0782786116848797,0.1477392348214579
train,telemetry_18,UAV_0035,63,168.0,-101.76937379616066,-101.91711303098212,-101.80151384246564,high,-104.11567401762231,-102.27658121885537,1.9305452999671424,231,False,2,telemetry_01;telemetry_18,0.1477392348214579,-0.032140046304974135
train,telemetry_18,UAV_0035,64,167.0,-101.80151384246564,-101.76937379616066,-101.8453785504963,high,-104.11567401762231,-102.27658121885537,1.8082130694860803,231,False,3,telemetry_01;telemetry_18;telemetry_26,-0.032140046304974135,-0.043864708030668
train,telemetry_18,UAV_0035,65,166.0,-101.8453785504963,-101.80151384246564,-101.96815093396654,high,-104.11567401762231,-102.27658121885537,1.6412541447267937,231,False,2,telemetry_01;telemetry_18,-0.043864708030668,-0.12277238347023456
train,telemetry_18,UAV_0035,66,165.0,-101.96815093396654,-101.8453785504963,-101.96728973030078,high,-104.11567401762231,-102.27658121885537,1.1739548954078634,231,False,2,telemetry_01;telemetry_18,-0.12277238347023456,0.00086120366576381
train,telemetry_18,UAV_0035,67,164.0,-101.96728973030078,-101.96815093396654,-101.81826623276298,high,-104.11567401762231,-102.27658121885537,1.1772328298679344,231,False,2,telemetry_01;telemetry_18,0.00086120366576381,0.1490234975377973
train,telemetry_18,UAV_0035,68,163.0,-101.81826623276298,-101.96728973030078,-101.80560276984454,high,-104.11567401762231,-102.27658121885537,1.7444497117262032,231,False,3,telemetry_01;telemetry_18;telemetry_26,0.1490234975377973,0.01266346291843945
train,telemetry_18,UAV_0035,69,162.0,-101.80560276984454,-101.81826623276298,-101.8157976859258,high,-104.11567401762231,-102.27658121885537,1.7926496940699488,231,False,3,telemetry_01;telemetry_18;telemetry_26,0.01266346291843945,-0.010194916081260885
train,telemetry_18,UAV_0035,70,161.0,-101.8157976859258,-101.80560276984454,-101.73502472343648,high,-104.11567401762231,-102.27658121885537,1.753845555085405,231,False,3,telemetry_01;telemetry_18;telemetry_26,-0.010194916081260885,0.08077296248931987
train,telemetry_18,UAV_0035,71,160.0,-101.73502472343648,-101.8157976859258,-101.92082511985826,high,-104.11567401762231,-102.27658121885537,2.0612855808439368,231,False,2,telemetry_01;telemetry_18,0.08077296248931987,-0.18580039642178292
train,telemetry_18,UAV_0035,72,159.0,-101.92082511985826,-101.73502472343648,-101.86633351411518,high,-104.11567401762231,-102.27658121885537,1.354087566788041,231,False,3,telemetry_01;telemetry_18;telemetry_26,-0.18580039642178292,0.054491605743081095
train,telemetry_18,UAV_0035,73,158.0,-101.86633351411518,-101.92082511985826,-101.780455518222,high,-104.11567401762231,-102.27658121885537,1.5614948495838374,231,False,2,telemetry_01;telemetry_18,0.054491605743081095,0.08587799589318479
train,telemetry_18,UAV_0035,74,157.0,-101.780455518222,-101.86633351411518,-101.83238593834312,high,-104.11567401762231,-102.27658121885537,1.8883657783674987,231,False,3,telemetry_01;telemetry_18;telemetry_26,0.08587799589318479,-0.05193042012112414
train,telemetry_18,UAV_0035,75,156.0,-101.83238593834312,-101.780455518222,-101.82949769148192,high,-104.11567401762231,-102.27658121885537,1.6907069429397303,231,False,3,telemetry_01;telemetry_18;telemetry_26,-0.05193042012112414,0.0028882468612039247
train,telemetry_18,UAV_0035,76,155.0,-101.82949769148192,-101.83238593834312,-101.73132820864086,high,-104.11567401762231,-102.27658121885537,1.701700258797409,231,False,3,telemetry_01;telemetry_18;telemetry_26,0.0028882468612039247,0.0981694828410582
train,telemetry_18,UAV_0035,77,154.0,-101.73132820864086,-101.82949769148192,-101.95480793446812,high,-104.11567401762231,-102.27658121885537,2.075355345886079,231,False,3,telemetry_01;telemetry_18;telemetry_26,0.0981694828410582,-0.22347972582726072
train,telemetry_18,UAV_0035,78,153.0,-101.95480793446812,-101.73132820864086,-101.78457340726784,high,-104.11567401762231,-102.27658121885537,1.224741346505688,231,False,2,telemetry_01;telemetry_18,-0.22347972582726072,0.17023452720027876
train,telemetry_18,UAV_0035,79,152.0,-101.78457340726784,-101.95480793446812,-101.73302508555854,high,-104.11567401762231,-102.27658121885537,1.8726921683461697,231,False,2,telemetry_01;telemetry_18,0.17023452720027876,0.0515483217093049
train,telemetry_18,UAV_0035,80,151.0,-101.73302508555854,-101.78457340726784,-101.6217783911366,high,-104.11567401762231,-102.27658121885537,2.0688966514516802,231,False,3,telemetry_01;telemetry_18;telemetry_26,0.0515483217093049,0.11124669442193635
train,telemetry_18,UAV_0035,81,150.0,-101.6217783911366,-101.73302508555854,-101.75769807250607,high,-104.11567401762231,-102.27658121885537,2.492326541164515,231,False,6,telemetry_01;telemetry_04;telemetry_10;telemetry_11;telemetry_18;telemetry_24,0.11124669442193635,-0.1359196813694723
train,telemetry_18,UAV_0035,82,149.0,-101.75769807250607,-101.6217783911366,-101.70339589493518,high,-104.11567401762231,-102.27658121885537,1.974985724961973,231,False,2,telemetry_01;telemetry_18,-0.1359196813694723,0.0543021775708894
train,telemetry_18,UAV_0035,83,148.0,-101.70339589493518,-101.75769807250607,-101.5630393681936,high,-104.11567401762231,-102.27658121885537,2.1816720016148325,231,False,2,telemetry_01;telemetry_18,0.0543021775708894,0.14035652674158428
train,telemetry_18,UAV_0035,84,147.0,-101.5630393681936,-101.70339589493518,-101.6123015048627,high,-104.11567401762231,-102.27658121885537,2.715900447210305,231,False,2,telemetry_01;telemetry_18,0.14035652674158428,-0.04926213666909973
train,telemetry_18,UAV_0035,85,146.0,-101.6123015048627,-101.5630393681936,-101.607754098483,high,-104.11567401762231,-102.27658121885537,2.5283976975312785,231,False,2,telemetry_01;telemetry_18,-0.04926213666909973,0.004547406379700192
train,telemetry_18,UAV_0035,86,145.0,-101.607754098483,-101.6123015048627,-101.77064559114892,high,-104.11567401762231,-102.27658121885537,2.5457061469359217,231,False,2,telemetry_01;telemetry_18,0.004547406379700192,-0.16289149266592062
train,telemetry_18,UAV_0035,87,144.0,-101.77064559114892,-101.607754098483,-101.57839233875416,high,-104.11567401762231,-102.27658121885537,1.925704562771195,231,False,2,telemetry_01;telemetry_18,-0.16289149266592062,0.19225325239476376
train,telemetry_18,UAV_0035,88,143.0,-101.57839233875416,-101.77064559114892,-101.7627742745746,high,-104.11567401762231,-102.27658121885537,2.6574635950862846,231,False,2,telemetry_01;telemetry_18,0.19225325239476376,-0.18438193582043994
train,telemetry_18,UAV_0035,89,142.0,-101.7627742745746,-101.57839233875416,-101.7344642885138,high,-104.11567401762231,-102.27658121885537,1.9556645604707181,231,False,2,telemetry_01;telemetry_18,-0.18438193582043994,0.028309986060790493
train,telemetry_18,UAV_0035,90,141.0,-101.7344642885138,-101.7627742745746,-101.76812172076455,high,-104.11567401762231,-102.27658121885537,2.063418721956425,231,False,6,telemetry_01;telemetry_04;telemetry_10;telemetry_11;telemetry_18;telemetry_24,0.028309986060790493,-0.0336574322507488
train,telemetry_18,UAV_0035,91,140.0,-101.76812172076455,-101.7344642885138,-101.70250224669118,high,-104.11567401762231,-102.27658121885537,1.935310979969068,231,False,3,telemetry_01;telemetry_18;telemetry_26,-0.0336574322507488,0.06561947407337243
train,telemetry_18,UAV_0035,92,139.0,-101.70250224669118,-101.76812172076455,-101.82978865074462,high,-104.11567401762231,-102.27658121885537,2.185073427422279,231,False,2,telemetry_01;telemetry_18,0.06561947407337243,-0.12728640405343583
train,telemetry_18,UAV_0035,93,138.0,-101.82978865074462,-101.70250224669118,-101.7134023157925,high,-104.11567401762231,-102.27658121885537,1.7005928025340493,231,False,2,telemetry_01;telemetry_18,-0.12728640405343583,0.11638633495212503
train,telemetry_18,UAV_0035,94,137.0,-101.7134023157925,-101.82978865074462,-101.48205468835988,high,-104.11567401762231,-102.27658121885537,2.1435853177628137,231,False,2,telemetry_01;telemetry_18,0.11638633495212503,0.23134762743261206
train,telemetry_18,UAV_0035,95,136.0,-101.48205468835988,-101.7134023157925,-101.78118064073298,high,-104.11567401762231,-102.27658121885537,3.024146316704285,231,False,2,telemetry_01;telemetry_18,0.23134762743261206,-0.29912595237310313
train,telemetry_18,UAV_0035,96,135.0,-101.78118064073298,-101.48205468835988,-101.87882957505629,high,-104.11567401762231,-102.27658121885537,1.8856057993276694,231,False,2,telemetry_01;telemetry_18,-0.29912595237310313,-0.09764893432330268
train,telemetry_18,UAV_0035,97,134.0,-101.87882957505629,-101.78118064073298,-101.6750794916195,high,-104.11567401762231,-102.27658121885537,1.5139320367413471,231,False,2,telemetry_01;telemetry_18,-0.09764893432330268,0.20375008343678758
train,telemetry_18,UAV_0035,98,133.0,-101.6750794916195,-101.87882957505629,-101.83006896676338,high,-104.11567401762231,-102.27658121885537,2.289450588613103,231,False,2,telemetry_01;telemetry_18,0.20375008343678758,-0.1549894751438785
train,telemetry_18,UAV_0035,99,132.0,-101.83006896676338,-101.6750794916195,-101.67586139152274,high,-104.11567401762231,-102.27658121885537,1.6995258568461356,231,False,2,telemetry_01;telemetry_18,-0.1549894751438785,0.15420757524063333
