channel,uav_id,longest_run,flatline_rows,row_count
telemetry_24,UAV_0050,1,0,161
telemetry_25,UAV_0050,2,0,161
telemetry_26,UAV_0050,2,0,161
telemetry_27,UAV_0050,161,161,161
telemetry_28,UAV_0050,1,0,161
telemetry_01,UAV_0051,1,0,190
telemetry_02,UAV_0051,1,0,190
telemetry_03,UAV_0051,90,185,190
telemetry_04,UAV_0051,2,0,190
telemetry_05,UAV_0051,1,0,190
telemetry_06,UAV_0051,1,0,190
telemetry_07,UAV_0051,190,190,190
telemetry_08,UAV_0051,190,190,190
telemetry_09,UAV_0051,1,0,190
telemetry_10,UAV_0051,1,0,190
telemetry_11,UAV_0051,1,0,190
telemetry_12,UAV_0051,3,0,190
telemetry_13,UAV_0051,1,0,190
telemetry_14,UAV_0051,190,190,190
telemetry_15,UAV_0051,2,0,190
telemetry_16,UAV_0051,6,6,190
telemetry_17,UAV_0051,90,185,190
telemetry_18,UAV_0051,1,0,190
telemetry_19,UAV_0051,1,0,190
telemetry_20,UAV_0051,190,190,190
telemetry_21,UAV_0051,2,0,190
telemetry_22,UAV_0051,1,0,190
telemetry_23,UAV_0051,1,0,190
telemetry_24,UAV_0051,1,0,190
telemetry_25,UAV_0051,2,0,190
telemetry_26,UAV_0051,2,0,190
telemetry_27,UAV_0051,190,190,190
telemetry_28,UAV_0051,1,0,190
telemetry_01,UAV_0052,1,0,222
telemetry_02,UAV_0052,1,0,222
telemetry_03,UAV_0052,119,221,222
telemetry_04,UAV_0052,2,0,222
telemetry_05,UAV_0052,1,0,222
telemetry_06,UAV_0052,1,0,222
telemetry_07,UAV_0052,222,222,222
telemetry_08,UAV_0052,222,222,222
telemetry_09,UAV_0052,1,0,222
telemetry_10,UAV_0052,1,0,222
telemetry_11,UAV_0052,2,0,222
telemetry_12,UAV_0052,2,0,222
telemetry_13,UAV_0052,1,0,222
telemetry_14,UAV_0052,222,222,222
telemetry_15,UAV_0052,1,0,222
telemetry_16,UAV_0052,5,5,222
telemetry_17,UAV_0052,119,221,222
telemetry_18,UAV_0052,1,0,222
telemetry_19,UAV_0052,1,0,222
telemetry_20,UAV_0052,222,222,222
telemetry_21,UAV_0052,3,0,222
telemetry_22,UAV_0052,1,0,222
telemetry_23,UAV_0052,1,0,222
telemetry_24,UAV_0052,1,0,222
telemetry_25,UAV_0052,2,0,222
telemetry_26,UAV_0052,2,0,222
telemetry_27,UAV_0052,222,222,222
telemetry_28,UAV_0052,1,0,222
telemetry_01,UAV_0053,1,0,164
telemetry_02,UAV_0053,1,0,164
telemetry_03,UAV_0053,94,159,164
telemetry_04,UAV_0053,2,0,164
telemetry_05,UAV_0053,1,0,164
telemetry_06,UAV_0053,1,0,164
telemetry_07,UAV_0053,164,164,164
telemetry_08,UAV_0053,164,164,164
telemetry_09,UAV_0053,1,0,164
telemetry_10,UAV_0053,1,0,164
telemetry_11,UAV_0053,1,0,164
telemetry_12,UAV_0053,2,0,164
telemetry_13,UAV_0053,1,0,164
telemetry_14,UAV_0053,164,164,164
telemetry_15,UAV_0053,2,0,164
telemetry_16,UAV_0053,6,11,164
telemetry_17,UAV_0053,94,159,164
telemetry_18,UAV_0053,1,0,164
telemetry_19,UAV_0053,1,0,164
telemetry_20,UAV_0053,164,164,164
telemetry_21,UAV_0053,3,0,164
telemetry_22,UAV_0053,1,0,164
telemetry_23,UAV_0053,1,0,164
telemetry_24,UAV_0053,1,0,164
telemetry_25,UAV_0053,2,0,164
telemetry_26,UAV_0053,2,0,164
telemetry_27,UAV_0053,164,164,164
telemetry_28,UAV_0053,1,0,164
telemetry_01,UAV_0054,1,0,194
telemetry_02,UAV_0054,1,0,194
telemetry_03,UAV_0054,105,191,194
telemetry_04,UAV_0054,2,0,194
telemetry_05,UAV_0054,1,0,194
telemetry_06,UAV_0054,1,0,194
telemetry_07,UAV_0054,194,194,194
telemetry_08,UAV_0054,194,194,194
telemetry_09,UAV_0054,1,0,194
telemetry_10,UAV_0054,1,0,194
telemetry_11,UAV_0054,1,0,194
telemetry_12,UAV_0054,3,0,194
telemetry_13,UAV_0054,1,0,194
telemetry_14,UAV_0054,194,194,194
telemetry_15,UAV_0054,1,0,194
telemetry_16,UAV_0054,5,10,194
telemetry_17,UAV_0054,105,191,194
telemetry_18,UAV_0054,1,0,194
telemetry_19,UAV_0054,1,0,194
telemetry_20,UAV_0054,194,194,194
telemetry_21,UAV_0054,3,0,194
telemetry_22,UAV_0054,1,0,194
telemetry_23,UAV_0054,1,0,194
telemetry_24,UAV_0054,1,0,194
telemetry_25,UAV_0054,2,0,194
telemetry_26,UAV_0054,2,0,194
telemetry_27,UAV_0054,194,194,194
telemetry_28,UAV_0054,1,0,194
telemetry_01,UAV_0055,1,0,525
telemetry_02,UAV_0055,1,0,525
telemetry_03,UAV_0055,105,515,525
telemetry_04,UAV_0055,2,0,525
telemetry_05,UAV_0055,1,0,525
telemetry_06,UAV_0055,1,0,525
telemetry_07,UAV_0055,276,500,525
telemetry_08,UAV_0055,525,525,525
telemetry_09,UAV_0055,1,0,525
telemetry_10,UAV_0055,1,0,525
telemetry_11,UAV_0055,2,0,525
telemetry_12,UAV_0055,2,0,525
telemetry_13,UAV_0055,1,0,525
telemetry_14,UAV_0055,525,525,525
telemetry_15,UAV_0055,1,0,525
telemetry_16,UAV_0055,6,17,525
telemetry_17,UAV_0055,105,515,525
telemetry_18,UAV_0055,1,0,525
telemetry_19,UAV_0055,1,0,525
telemetry_20,UAV_0055,525,525,525
telemetry_21,UAV_0055,3,0,525
telemetry_22,UAV_0055,1,0,525
telemetry_23,UAV_0055,1,0,525
telemetry_24,UAV_0055,1,0,525
telemetry_25,UAV_0055,2,0,525
telemetry_26,UAV_0055,2,0,525
telemetry_27,UAV_0055,525,525,525
telemetry_28,UAV_0055,1,0,525
telemetry_01,UAV_0056,1,0,195
telemetry_02,UAV_0056,1,0,195
telemetry_03,UAV_0056,158,193,195
telemetry_04,UAV_0056,2,0,195
telemetry_05,UAV_0056,1,0,195
telemetry_06,UAV_0056,1,0,195
telemetry_07,UAV_0056,195,195,195
telemetry_08,UAV_0056,195,195,195
telemetry_09,UAV_0056,1,0,195
telemetry_10,UAV_0056,1,0,195
telemetry_11,UAV_0056,2,0,195
telemetry_12,UAV_0056,2,0,195
telemetry_13,UAV_0056,1,0,195
telemetry_14,UAV_0056,195,195,195
telemetry_15,UAV_0056,1,0,195
telemetry_16,UAV_0056,5,5,195
telemetry_17,UAV_0056,158,193,195
telemetry_18,UAV_0056,1,0,195
telemetry_19,UAV_0056,1,0,195
telemetry_20,UAV_0056,195,195,195
telemetry_21,UAV_0056,4,0,195
telemetry_22,UAV_0056,1,0,195
telemetry_23,UAV_0056,1,0,195
telemetry_24,UAV_0056,1,0,195
telemetry_25,UAV_0056,2,0,195
telemetry_26,UAV_0056,2,0,195
telemetry_27,UAV_0056,195,195,195
telemetry_28,UAV_0056,1,0,195
telemetry_01,UAV_0057,1,0,215
telemetry_02,UAV_0057,1,0,215
telemetry_03,UAV_0057,133,212,215
telemetry_04,UAV_0057,2,0,215
telemetry_05,UAV_0057,1,0,215
telemetry_06,UAV_0057,1,0,215
telemetry_07,UAV_0057,124,183,215
telemetry_08,UAV_0057,215,215,215
telemetry_09,UAV_0057,1,0,215
telemetry_10,UAV_0057,1,0,215
telemetry_11,UAV_0057,1,0,215
telemetry_12,UAV_0057,2,0,215
telemetry_13,UAV_0057,1,0,215
telemetry_14,UAV_0057,215,215,215
telemetry_15,UAV_0057,1,0,215
telemetry_16,UAV_0057,7,22,215
telemetry_17,UAV_0057,133,212,215
telemetry_18,UAV_0057,1,0,215
telemetry_19,UAV_0057,1,0,215
telemetry_20,UAV_0057,215,215,215
telemetry_21,UAV_0057,3,0,215
telemetry_22,UAV_0057,1,0,215
telemetry_23,UAV_0057,1,0,215
telemetry_24,UAV_0057,1,0,215
telemetry_25,UAV_0057,2,0,215
telemetry_26,UAV_0057,1,0,215
telemetry_27,UAV_0057,215,215,215
telemetry_28,UAV_0057,1,0,215
telemetry_01,UAV_0058,1,0,178
telemetry_02,UAV_0058,1,0,178
telemetry_03,UAV_0058,106,170,178
telemetry_04,UAV_0058,2,0,178
telemetry_05,UAV_0058,1,0,178
telemetry_06,UAV_0058,1,0,178
telemetry_07,UAV_0058,178,178,178
telemetry_08,UAV_0058,178,178,178
telemetry_09,UAV_0058,1,0,178
telemetry_10,UAV_0058,1,0,178
telemetry_11,UAV_0058,1,0,178
telemetry_12,UAV_0058,2,0,178
telemetry_13,UAV_0058,1,0,178
telemetry_14,UAV_0058,178,178,178
telemetry_15,UAV_0058,1,0,178
telemetry_16,UAV_0058,5,5,178
telemetry_17,UAV_0058,106,170,178
telemetry_18,UAV_0058,1,0,178
telemetry_19,UAV_0058,1,0,178
telemetry_20,UAV_0058,178,178,178
telemetry_21,UAV_0058,3,0,178
telemetry_22,UAV_0058,1,0,178
telemetry_23,UAV_0058,1,0,178
telemetry_24,UAV_0058,1,0,178
telemetry_25,UAV_0058,2,0,178
telemetry_26,UAV_0058,1,0,178
telemetry_27,UAV_0058,178,178,178
telemetry_28,UAV_0058,1,0,178
telemetry_01,UAV_0059,1,0,299
telemetry_02,UAV_0059,1,0,299
telemetry_03,UAV_0059,102,294,299
telemetry_04,UAV_0059,2,0,299
telemetry_05,UAV_0059,1,0,299
telemetry_06,UAV_0059,1,0,299
telemetry_07,UAV_0059,126,284,299
telemetry_08,UAV_0059,299,299,299
telemetry_09,UAV_0059,1,0,299
telemetry_10,UAV_0059,1,0,299
telemetry_11,UAV_0059,2,0,299
telemetry_12,UAV_0059,2,0,299
telemetry_13,UAV_0059,1,0,299
telemetry_14,UAV_0059,299,299,299
telemetry_15,UAV_0059,1,0,299
telemetry_16,UAV_0059,6,21,299
telemetry_17,UAV_0059,102,294,299
telemetry_18,UAV_0059,1,0,299
telemetry_19,UAV_0059,1,0,299
telemetry_20,UAV_0059,299,299,299
telemetry_21,UAV_0059,4,0,299
telemetry_22,UAV_0059,1,0,299
telemetry_23,UAV_0059,1,0,299
telemetry_24,UAV_0059,1,0,299
telemetry_25,UAV_0059,2,0,299
telemetry_26,UAV_0059,2,0,299
telemetry_27,UAV_0059,299,299,299
telemetry_28,UAV_0059,1,0,299
telemetry_01,UAV_0060,1,0,190
telemetry_02,UAV_0060,1,0,190
telemetry_03,UAV_0060,70,188,190
telemetry_04,UAV_0060,2,0,190
telemetry_05,UAV_0060,1,0,190
telemetry_06,UAV_0060,2,0,190
telemetry_07,UAV_0060,146,184,190
telemetry_08,UAV_0060,190,190,190
telemetry_09,UAV_0060,1,0,190
telemetry_10,UAV_0060,1,0,190
telemetry_11,UAV_0060,1,0,190
telemetry_12,UAV_0060,2,0,190
telemetry_13,UAV_0060,1,0,190
telemetry_14,UAV_0060,190,190,190
telemetry_15,UAV_0060,1,0,190
telemetry_16,UAV_0060,6,12,190
telemetry_17,UAV_0060,70,188,190
telemetry_18,UAV_0060,1,0,190
telemetry_19,UAV_0060,1,0,190
telemetry_20,UAV_0060,190,190,190
telemetry_21,UAV_0060,3,0,190
telemetry_22,UAV_0060,1,0,190
telemetry_23,UAV_0060,1,0,190
telemetry_24,UAV_0060,1,0,190
telemetry_25,UAV_0060,2,0,190
telemetry_26,UAV_0060,2,0,190
telemetry_27,UAV_0060,190,190,190
telemetry_28,UAV_0060,1,0,190
telemetry_01,UAV_0061,1,0,199
telemetry_02,UAV_0061,1,0,199
telemetry_03,UAV_0061,76,197,199
telemetry_04,UAV_0061,2,0,199
telemetry_05,UAV_0061,1,0,199
telemetry_06,UAV_0061,1,0,199
telemetry_07,UAV_0061,199,199,199
telemetry_08,UAV_0061,199,199,199
telemetry_09,UAV_0061,1,0,199
telemetry_10,UAV_0061,1,0,199
telemetry_11,UAV_0061,1,0,199
telemetry_12,UAV_0061,2,0,199
telemetry_13,UAV_0061,1,0,199
telemetry_14,UAV_0061,199,199,199
telemetry_15,UAV_0061,2,0,199
telemetry_16,UAV_0061,4,0,199
telemetry_17,UAV_0061,76,197,199
telemetry_18,UAV_0061,1,0,199
telemetry_19,UAV_0061,1,0,199
telemetry_20,UAV_0061,199,199,199
telemetry_21,UAV_0061,3,0,199
telemetry_22,UAV_0061,1,0,199
telemetry_23,UAV_0061,1,0,199
telemetry_24,UAV_0061,1,0,199
telemetry_25,UAV_0061,3,0,199
telemetry_26,UAV_0061,2,0,199
telemetry_27,UAV_0061,199,199,199
telemetry_28,UAV_0061,1,0,199
telemetry_01,UAV_0062,1,0,246
telemetry_02,UAV_0062,1,0,246
telemetry_03,UAV_0062,106,240,246
telemetry_04,UAV_0062,2,0,246
telemetry_05,UAV_0062,1,0,246
telemetry_06,UAV_0062,1,0,246
telemetry_07,UAV_0062,187,233,246
telemetry_08,UAV_0062,246,246,246
telemetry_09,UAV_0062,1,0,246
telemetry_10,UAV_0062,1,0,246
telemetry_11,UAV_0062,2,0,246
telemetry_12,UAV_0062,2,0,246
telemetry_13,UAV_0062,1,0,246
telemetry_14,UAV_0062,246,246,246
telemetry_15,UAV_0062,1,0,246
telemetry_16,UAV_0062,6,27,246
telemetry_17,UAV_0062,106,240,246
telemetry_18,UAV_0062,1,0,246
telemetry_19,UAV_0062,1,0,246
telemetry_20,UAV_0062,246,246,246
telemetry_21,UAV_0062,3,0,246
telemetry_22,UAV_0062,1,0,246
telemetry_23,UAV_0062,1,0,246
telemetry_24,UAV_0062,1,0,246
telemetry_25,UAV_0062,3,0,246
telemetry_26,UAV_0062,2,0,246
telemetry_27,UAV_0062,246,246,246
telemetry_28,UAV_0062,1,0,246
telemetry_01,UAV_0063,1,0,231
telemetry_02,UAV_0063,1,0,231
telemetry_03,UAV_0063,120,225,231
telemetry_04,UAV_0063,2,0,231
telemetry_05,UAV_0063,1,0,231
telemetry_06,UAV_0063,1,0,231
telemetry_07,UAV_0063,231,231,231
telemetry_08,UAV_0063,231,231,231
telemetry_09,UAV_0063,1,0,231
telemetry_10,UAV_0063,1,0,231
telemetry_11,UAV_0063,1,0,231
telemetry_12,UAV_0063,2,0,231
telemetry_13,UAV_0063,1,0,231
telemetry_14,UAV_0063,231,231,231
telemetry_15,UAV_0063,1,0,231
telemetry_16,UAV_0063,6,6,231
telemetry_17,UAV_0063,120,225,231
telemetry_18,UAV_0063,1,0,231
telemetry_19,UAV_0063,1,0,231
telemetry_20,UAV_0063,231,231,231
telemetry_21,UAV_0063,3,0,231
telemetry_22,UAV_0063,2,0,231
telemetry_23,UAV_0063,1,0,231
telemetry_24,UAV_0063,1,0,231
telemetry_25,UAV_0063,2,0,231
telemetry_26,UAV_0063,2,0,231
telemetry_27,UAV_0063,231,231,231
telemetry_28,UAV_0063,1,0,231
telemetry_01,UAV_0064,1,0,195
telemetry_02,UAV_0064,1,0,195
telemetry_03,UAV_0064,137,194,195
telemetry_04,UAV_0064,2,0,195
telemetry_05,UAV_0064,1,0,195
telemetry_06,UAV_0064,1,0,195
telemetry_07,UAV_0064,195,195,195
telemetry_08,UAV_0064,195,195,195
telemetry_09,UAV_0064,1,0,195
telemetry_10,UAV_0064,1,0,195
telemetry_11,UAV_0064,1,0,195
telemetry_12,UAV_0064,2,0,195
telemetry_13,UAV_0064,1,0,195
telemetry_14,UAV_0064,195,195,195
telemetry_15,UAV_0064,1,0,195
telemetry_16,UAV_0064,6,6,195
telemetry_17,UAV_0064,137,194,195
telemetry_18,UAV_0064,1,0,195
telemetry_19,UAV_0064,1,0,195
telemetry_20,UAV_0064,195,195,195
telemetry_21,UAV_0064,3,0,195
telemetry_22,UAV_0064,1,0,195
telemetry_23,UAV_0064,1,0,195
telemetry_24,UAV_0064,1,0,195
telemetry_25,UAV_0064,3,0,195
telemetry_26,UAV_0064,2,0,195
telemetry_27,UAV_0064,195,195,195
telemetry_28,UAV_0064,1,0,195
telemetry_01,UAV_0065,1,0,234
telemetry_02,UAV_0065,1,0,234
telemetry_03,UAV_0065,126,229,234
telemetry_04,UAV_0065,2,0,234
telemetry_05,UAV_0065,1,0,234
telemetry_06,UAV_0065,1,0,234
telemetry_07,UAV_0065,234,234,234
telemetry_08,UAV_0065,234,234,234
telemetry_09,UAV_0065,1,0,234
telemetry_10,UAV_0065,1,0,234
telemetry_11,UAV_0065,2,0,234
telemetry_12,UAV_0065,2,0,234
telemetry_13,UAV_0065,1,0,234
telemetry_14,UAV_0065,234,234,234
telemetry_15,UAV_0065,1,0,234
telemetry_16,UAV_0065,6,16,234
telemetry_17,UAV_0065,126,229,234
telemetry_18,UAV_0065,1,0,234
telemetry_19,UAV_0065,1,0,234
telemetry_20,UAV_0065,234,234,234
telemetry_21,UAV_0065,3,0,234
telemetry_22,UAV_0065,2,0,234
telemetry_23,UAV_0065,1,0,234
telemetry_24,UAV_0065,1,0,234
telemetry_25,UAV_0065,2,0,234
telemetry_26,UAV_0065,2,0,234
telemetry_27,UAV_0065,234,234,234
telemetry_28,UAV_0065,1,0,234
telemetry_01,UAV_0066,1,0,165
telemetry_02,UAV_0066,1,0,165
telemetry_03,UAV_0066,93,161,165
telemetry_04,UAV_0066,2,0,165
telemetry_05,UAV_0066,1,0,165
telemetry_06,UAV_0066,1,0,165
telemetry_07,UAV_0066,165,165,165
telemetry_08,UAV_0066,165,165,165
telemetry_09,UAV_0066,1,0,165
telemetry_10,UAV_0066,1,0,165
telemetry_11,UAV_0066,1,0,165
telemetry_12,UAV_0066,2,0,165
telemetry_13,UAV_0066,1,0,165
telemetry_14,UAV_0066,165,165,165
telemetry_15,UAV_0066,1,0,165
telemetry_16,UAV_0066,5,5,165
telemetry_17,UAV_0066,93,161,165
telemetry_18,UAV_0066,1,0,165
telemetry_19,UAV_0066,1,0,165
telemetry_20,UAV_0066,165,165,165
telemetry_21,UAV_0066,2,0,165
telemetry_22,UAV_0066,1,0,165
telemetry_23,UAV_0066,1,0,165
telemetry_24,UAV_0066,1,0,165
telemetry_25,UAV_0066,2,0,165
telemetry_26,UAV_0066,2,0,165
telemetry_27,UAV_0066,165,165,165
telemetry_28,UAV_0066,1,0,165
telemetry_01,UAV_0067,1,0,263
telemetry_02,UAV_0067,1,0,263
telemetry_03,UAV_0067,136,260,263
telemetry_04,UAV_0067,2,0,263
telemetry_05,UAV_0067,1,0,263
telemetry_06,UAV_0067,1,0,263
telemetry_07,UAV_0067,263,263,263
telemetry_08,UAV_0067,263,263,263
telemetry_09,UAV_0067,1,0,263
telemetry_10,UAV_0067,1,0,263
telemetry_11,UAV_0067,1,0,263
telemetry_12,UAV_0067,2,0,263
telemetry_13,UAV_0067,1,0,263
telemetry_14,UAV_0067,263,263,263
telemetry_15,UAV_0067,2,0,263
telemetry_16,UAV_0067,6,11,263
telemetry_17,UAV_0067,136,260,263
telemetry_18,UAV_0067,1,0,263
telemetry_19,UAV_0067,1,0,263
telemetry_20,UAV_0067,263,263,263
telemetry_21,UAV_0067,2,0,263
telemetry_22,UAV_0067,1,0,263
telemetry_23,UAV_0067,1,0,263
telemetry_24,UAV_0067,1,0,263
telemetry_25,UAV_0067,3,0,263
telemetry_26,UAV_0067,2,0,263
telemetry_27,UAV_0067,263,263,263
telemetry_28,UAV_0067,1,0,263
telemetry_01,UAV_0068,1,0,201
telemetry_02,UAV_0068,1,0,201
telemetry_03,UAV_0068,147,194,201
telemetry_04,UAV_0068,2,0,201
telemetry_05,UAV_0068,1,0,201
telemetry_06,UAV_0068,1,0,201
telemetry_07,UAV_0068,201,201,201
telemetry_08,UAV_0068,5,5,201
telemetry_09,UAV_0068,1,0,201
telemetry_10,UAV_0068,1,0,201
telemetry_11,UAV_0068,1,0,201
telemetry_12,UAV_0068,2,0,201
telemetry_13,UAV_0068,1,0,201
telemetry_14,UAV_0068,13,93,201
telemetry_15,UAV_0068,1,0,201
telemetry_16,UAV_0068,6,16,201
telemetry_17,UAV_0068,147,194,201
telemetry_18,UAV_0068,1,0,201
telemetry_19,UAV_0068,1,0,201
telemetry_20,UAV_0068,201,201,201
telemetry_21,UAV_0068,3,0,201
telemetry_22,UAV_0068,1,0,201
telemetry_23,UAV_0068,1,0,201
telemetry_24,UAV_0068,1,0,201
telemetry_25,UAV_0068,2,0,201
telemetry_26,UAV_0068,1,0,201
telemetry_27,UAV_0068,201,201,201
telemetry_28,UAV_0068,1,0,201
telemetry_01,UAV_0069,1,0,170
telemetry_02,UAV_0069,1,0,170
telemetry_03,UAV_0069,78,162,170
telemetry_04,UAV_0069,2,0,170
telemetry_05,UAV_0069,1,0,170
telemetry_06,UAV_0069,1,0,170
telemetry_07,UAV_0069,170,170,170
telemetry_08,UAV_0069,170,170,170
telemetry_09,UAV_0069,1,0,170
telemetry_10,UAV_0069,1,0,170
telemetry_11,UAV_0069,1,0,170
telemetry_12,UAV_0069,2,0,170
telemetry_13,UAV_0069,1,0,170
telemetry_14,UAV_0069,170,170,170
telemetry_15,UAV_0069,2,0,170
telemetry_16,UAV_0069,6,11,170
telemetry_17,UAV_0069,78,162,170
telemetry_18,UAV_0069,1,0,170
telemetry_19,UAV_0069,1,0,170
telemetry_20,UAV_0069,170,170,170
telemetry_21,UAV_0069,3,0,170
telemetry_22,UAV_0069,1,0,170
telemetry_23,UAV_0069,1,0,170
telemetry_24,UAV_0069,1,0,170
telemetry_25,UAV_0069,2,0,170
telemetry_26,UAV_0069,2,0,170
telemetry_27,UAV_0069,170,170,170
telemetry_28,UAV_0069,1,0,170
telemetry_01,UAV_0070,1,0,172
telemetry_02,UAV_0070,1,0,172
telemetry_03,UAV_0070,74,170,172
telemetry_04,UAV_0070,2,0,172
telemetry_05,UAV_0070,1,0,172
telemetry_06,UAV_0070,1,0,172
telemetry_07,UAV_0070,172,172,172
telemetry_08,UAV_0070,172,172,172
telemetry_09,UAV_0070,1,0,172
telemetry_10,UAV_0070,1,0,172
telemetry_11,UAV_0070,1,0,172
telemetry_12,UAV_0070,2,0,172
telemetry_13,UAV_0070,1,0,172
telemetry_14,UAV_0070,172,172,172
telemetry_15,UAV_0070,1,0,172
telemetry_16,UAV_0070,9,26,172
telemetry_17,UAV_0070,74,170,172
telemetry_18,UAV_0070,1,0,172
telemetry_19,UAV_0070,1,0,172
telemetry_20,UAV_0070,172,172,172
telemetry_21,UAV_0070,3,0,172
telemetry_22,UAV_0070,1,0,172
telemetry_23,UAV_0070,1,0,172
telemetry_24,UAV_0070,1,0,172
telemetry_25,UAV_0070,2,0,172
telemetry_26,UAV_0070,2,0,172
telemetry_27,UAV_0070,172,172,172
telemetry_28,UAV_0070,1,0,172
telemetry_01,UAV_0071,1,0,409
telemetry_02,UAV_0071,1,0,409
telemetry_03,UAV_0071,102,401,409
telemetry_04,UAV_0071,2,0,409
telemetry_05,UAV_0071,1,0,409
telemetry_06,UAV_0071,1,0,409
telemetry_07,UAV_0071,312,399,409
telemetry_08,UAV_0071,409,409,409
telemetry_09,UAV_0071,1,0,409
telemetry_10,UAV_0071,1,0,409
telemetry_11,UAV_0071,1,0,409
telemetry_12,UAV_0071,2,0,409
telemetry_13,UAV_0071,1,0,409
telemetry_14,UAV_0071,409,409,409
telemetry_15,UAV_0071,2,0,409
telemetry_16,UAV_0071,10,25,409
telemetry_17,UAV_0071,102,401,409
telemetry_18,UAV_0071,1,0,409
telemetry_19,UAV_0071,1,0,409
telemetry_20,UAV_0071,409,409,409
telemetry_21,UAV_0071,4,0,409
telemetry_22,UAV_0071,1,0,409
telemetry_23,UAV_0071,1,0,409
telemetry_24,UAV_0071,1,0,409
telemetry_25,UAV_0071,3,0,409
telemetry_26,UAV_0071,2,0,409
telemetry_27,UAV_0071,409,409,409
telemetry_28,UAV_0071,1,0,409
telemetry_01,UAV_0072,1,0,232
telemetry_02,UAV_0072,1,0,232
telemetry_03,UAV_0072,120,229,232
telemetry_04,UAV_0072,2,0,232
telemetry_05,UAV_0072,1,0,232
telemetry_06,UAV_0072,1,0,232
telemetry_07,UAV_0072,163,214,232
telemetry_08,UAV_0072,5,5,232
telemetry_09,UAV_0072,1,0,232
telemetry_10,UAV_0072,1,0,232
telemetry_11,UAV_0072,1,0,232
telemetry_12,UAV_0072,3,0,232
telemetry_13,UAV_0072,1,0,232
telemetry_14,UAV_0072,10,28,232
telemetry_15,UAV_0072,1,0,232
telemetry_16,UAV_0072,6,21,232
telemetry_17,UAV_0072,120,229,232
telemetry_18,UAV_0072,1,0,232
telemetry_19,UAV_0072,1,0,232
telemetry_20,UAV_0072,232,232,232
telemetry_21,UAV_0072,2,0,232
telemetry_22,UAV_0072,1,0,232
telemetry_23,UAV_0072,1,0,232
telemetry_24,UAV_0072,1,0,232
telemetry_25,UAV_0072,2,0,232
telemetry_26,UAV_0072,1,0,232
telemetry_27,UAV_0072,232,232,232
telemetry_28,UAV_0072,1,0,232
telemetry_01,UAV_0073,1,0,215
telemetry_02,UAV_0073,1,0,215
telemetry_03,UAV_0073,75,210,215
telemetry_04,UAV_0073,2,0,215
telemetry_05,UAV_0073,1,0,215
telemetry_06,UAV_0073,1,0,215
telemetry_07,UAV_0073,175,205,215
telemetry_08,UAV_0073,215,215,215
telemetry_09,UAV_0073,1,0,215
telemetry_10,UAV_0073,1,0,215
telemetry_11,UAV_0073,1,0,215
telemetry_12,UAV_0073,3,0,215
telemetry_13,UAV_0073,1,0,215
telemetry_14,UAV_0073,215,215,215
telemetry_15,UAV_0073,1,0,215
telemetry_16,UAV_0073,8,14,215
telemetry_17,UAV_0073,75,210,215
telemetry_18,UAV_0073,1,0,215
telemetry_19,UAV_0073,1,0,215
telemetry_20,UAV_0073,215,215,215
telemetry_21,UAV_0073,3,0,215
telemetry_22,UAV_0073,1,0,215
telemetry_23,UAV_0073,1,0,215
telemetry_24,UAV_0073,1,0,215
telemetry_25,UAV_0073,3,0,215
telemetry_26,UAV_0073,1,0,215
telemetry_27,UAV_0073,215,215,215
telemetry_28,UAV_0073,1,0,215
telemetry_01,UAV_0074,1,0,193
telemetry_02,UAV_0074,1,0,193
telemetry_03,UAV_0074,103,190,193
telemetry_04,UAV_0074,2,0,193
telemetry_05,UAV_0074,1,0,193
telemetry_06,UAV_0074,1,0,193
telemetry_07,UAV_0074,193,193,193
telemetry_08,UAV_0074,193,193,193
telemetry_09,UAV_0074,1,0,193
telemetry_10,UAV_0074,1,0,193
telemetry_11,UAV_0074,2,0,193
telemetry_12,UAV_0074,2,0,193
telemetry_13,UAV_0074,1,0,193
telemetry_14,UAV_0074,193,193,193
telemetry_15,UAV_0074,1,0,193
telemetry_16,UAV_0074,5,5,193
telemetry_17,UAV_0074,103,190,193
telemetry_18,UAV_0074,1,0,193
telemetry_19,UAV_0074,1,0,193
telemetry_20,UAV_0074,193,193,193
telemetry_21,UAV_0074,3,0,193
telemetry_22,UAV_0074,1,0,193
telemetry_23,UAV_0074,1,0,193
telemetry_24,UAV_0074,1,0,193
telemetry_25,UAV_0074,2,0,193
telemetry_26,UAV_0074,1,0,193
telemetry_27,UAV_0074,193,193,193
telemetry_28,UAV_0074,1,0,193
telemetry_01,UAV_0075,1,0,259
telemetry_02,UAV_0075,1,0,259
telemetry_03,UAV_0075,115,252,259
telemetry_04,UAV_0075,2,0,259
telemetry_05,UAV_0075,1,0,259
telemetry_06,UAV_0075,1,0,259
telemetry_07,UAV_0075,203,240,259
telemetry_08,UAV_0075,259,259,259
telemetry_09,UAV_0075,1,0,259
telemetry_10,UAV_0075,1,0,259
telemetry_11,UAV_0075,2,0,259
telemetry_12,UAV_0075,2,0,259
telemetry_13,UAV_0075,1,0,259
telemetry_14,UAV_0075,259,259,259
telemetry_15,UAV_0075,1,0,259
telemetry_16,UAV_0075,6,12,259
telemetry_17,UAV_0075,115,252,259
telemetry_18,UAV_0075,1,0,259
telemetry_19,UAV_0075,1,0,259
telemetry_20,UAV_0075,259,259,259
telemetry_21,UAV_0075,3,0,259
